tag_name,LAT_y,LON_x,UTM_x,UTM_y,DateTime
169216,70.9489822,-179.5750275,406215.659,7873699.218,31/05/2017 12:00
169232,71.132637,-178.2645416,454362.7628,7892666.428,30/05/2017 12:00
169212,71.2690048,-177.9520111,465880.2455,7907667.704,08/06/2017 12:00
169223,71.2864151,-179.4102325,413712.5087,7911060.338,04/06/2017 12:00
169234,71.5133591,-179.5848083,408547.9919,7936609.981,28/06/2017 12:00
